"nombre_ie","cod_local","cod_modular","nivel","modalidad","distrito","rei","nombre_director","estado"
"LUCERITO DE AMOR","721805","1509553","inicial_jardin","EBR","ATE","SIN REI","PEREZ CLEMENTE FELIPE ILIADES","active"
"LUCERITO DE AMOR","721805","1509561","primaria","EBR","ATE","SIN REI","PEREZ CLEMENTE FELIPE ILIADES","active"
"SANTA ROSITA DE ATE","540150","1509579","inicial_jardin","EBR","ATE","SIN REI","NUÑEZ RODRIGO ANA MARIA","active"
"ERNEST HEMINGWAY","339015","1509587","secundaria","EBR","SANTA ANITA","SIN REI","PEREZ DIAZ ROXANA MILAGROS","active"
"DIVINO NIÑO JESUS","721810","1509595","inicial_jardin","EBR","LURIGANCHO","SIN REI","RIOS TAVARA ROSSMERY DEL PILAR","active"
"PEQUEÑAS GOTITAS","721278","1509603","primaria","EBR","SANTA ANITA","SIN REI","MAGAN GHIORZO GIOVANNA MILAGROS","active"
"LOGICAL","721834","1509611","secundaria","EBR","LURIGANCHO","SIN REI","ALMEIDA DE ARIAS FRANCISCA ANA","active"
"SAN ANTONIO DE CARAPONGO","720293","1509629","secundaria","EBR","LURIGANCHO","SIN REI","MACAVILCA HUAMANYAURI DE MILIAN MARY","active"
"LEADER SCHOOL","721848","1509637","inicial_cuna_jardin","EBR","ATE","SIN REI","CURILLA MALLMA ANGELA","active"
"LEADER SCHOOL","721848","1509645","primaria","EBR","ATE","SIN REI","CURILLA MALLMA ANGELA","active"
"JARDIN DE AMOR","721853","1509660","inicial_jardin","EBR","ATE","SIN REI","SERPA VIVANCO KATTERIN VANESSA","active"
"THALES DE VITARTE","846320","1509678","primaria","EBR","ATE","SIN REI","ROJAS EVANGELISTA MERCEDES","active"
"THALES DE VITARTE","846320","1509686","secundaria","EBR","ATE","SIN REI","ROJAS EVANGELISTA MERCEDES","active"
"D'PEQUEÑITOS","721872","1509694","inicial_jardin","EBR","SANTA ANITA","SIN REI","VIÑAS CAMACHO CECILIA ELIZABETH","active"
"MAGISTER","721886","1509702","inicial_jardin","EBR","LURIGANCHO","SIN REI","CERRON ORE MARY BERTHA","active"
"MAGISTER","721886","1509710","primaria","EBR","LURIGANCHO","SIN REI","CERRON ORE MARY BERTHA","active"
"RICARDO PALMA","339973","1509728","secundaria","EBR","SANTA ANITA","SIN REI","REYES TADEO JANE LUCY","active"
"SACO OLIVEROS HELICOIDAL","845702","1509736","inicial_jardin","EBR","SANTA ANITA","SIN REI","ATAUQUI GUTIERREZ DIANA","active"
"SACO OLIVEROS HELICOIDAL","845702","1509744","primaria","EBR","SANTA ANITA","SIN REI","ATAUQUI GUTIERREZ DIANA","active"
"SACO OLIVEROS HELICOIDAL","845702","1509751","secundaria","EBR","SANTA ANITA","SIN REI","ATAUQUI GUTIERREZ DIANA","active"
"APRENDO CREANDO","721909","1509777","inicial_jardin","EBR","ATE","SIN REI","PAHUARA MUÑOZ EDITH GISELA","active"
"SAN PATRICIO","721914","1509785","inicial_jardin","EBR","SANTA ANITA","SIN REI","ALFARO HUATUCO MIRIAM GLORIA","active"
"SAN PATRICIO","721914","1509793","primaria","EBR","SANTA ANITA","SIN REI","ALFARO HUATUCO MIRIAM GLORIA","active"
"MI PRIMERA SONRISA","719058","1509801","primaria","EBR","SANTA ANITA","SIN REI","HUAYHUALLA MENDOZA VITALINA ELADIA","active"
"INTERNACIONAL ELIM HUAYCAN","721928","1509819","inicial_jardin","EBR","ATE","SIN REI","HINOSTROZA DE LA CRUZ ALEX JESUS","active"
"INTERNACIONAL ELIM HUAYCAN","721928","1509827","primaria","EBR","ATE","SIN REI","HINOSTROZA DE LA CRUZ ALEX JESUS","active"
"INTERNACIONAL ELIM HUAYCAN","721928","1509835","secundaria","EBR","ATE","SIN REI","HINOSTROZA DE LA CRUZ ALEX JESUS","active"
"MI PEQUEÑO GENIO","721933","1509843","inicial_jardin","EBR","LURIGANCHO","SIN REI","PINTO VILCA RUTH VICTORIA","active"
"MI PEQUEÑO GENIO","721933","1509850","primaria","EBR","LURIGANCHO","SIN REI","PINTO VILCA RUTH VICTORIA","active"
"ALEXANDER GRAHAM BELL","721947","1509868","primaria","EBR","ATE","SIN REI","GONZALES PADILLA BENEDICTA","active"
"ALEXANDER GRAHAM BELL","721947","1509876","secundaria","EBR","ATE","SIN REI","GONZALES PADILLA BENEDICTA","active"
"JEAN PIAGET Y BRUNER","721952","1509884","inicial_jardin","EBR","ATE","SIN REI","DELGADO NEYRA ROMAN RODOLFO","active"
"JEAN PIAGET Y BRUNER","721952","1509892","primaria","EBR","ATE","SIN REI","DELGADO NEYRA ROMAN RODOLFO","active"
"HAPPY CHILDREN' S GARDEN","721971","1509918","inicial_jardin","EBR","ATE","SIN REI","SALOME DE VEGA AIDA ISABEL","active"
"HAPPY CHILDREN' S GARDEN","721971","1509926","primaria","EBR","ATE","SIN REI","SALOME DE VEGA AIDA ISABEL","active"
"SANTA FORTUNATA","293828","1509934","secundaria","EBR","ATE","SIN REI","BLUA RUIZ MARTA VIVIANA","active"
"HIGH EMMANUEL SCHOOL","721985","1509942","primaria","EBR","ATE","SIN REI","RAMIREZ SOTO CARLOS EZEQUIEL","active"
"PACIFICO","721990","1509959","inicial_jardin","EBR","ATE","SIN REI","YNDIGOYEN ANTEZANA SUSY NORA","active"
"PACIFICO","721990","1509967","primaria","EBR","ATE","SIN REI","YNDIGOYEN ANTEZANA SUSY NORA","active"
"ROMEO LUNA VICTORIA","722008","1509975","inicial_jardin","EBR","ATE","SIN REI","SALAZAR RODRIGUEZ MONICA","active"
"ROMEO LUNA VICTORIA","722008","1509983","primaria","EBR","ATE","SIN REI","SALAZAR RODRIGUEZ MONICA","active"
"SAN JOSE DE BETANCOURT","718676","1509991","inicial_jardin","EBR","ATE","SIN REI","PEÑA HUAJAN URSULA HAYDEE","active"
"MIGUEL ANGEL ASTURIAS","720599","1510007","secundaria","EBR","ATE","SIN REI","CERNA LUNA OSCAR CARLOS","active"
"WONDERFUL STARS","721155","1510015","primaria","EBR","SANTA ANITA","SIN REI","CUENCA HUANCA MARISOL SOCORRO","active"
"MAGIC SCHOOL","722013","1510023","inicial_jardin","EBR","LA MOLINA","SIN REI","CABRERA MARQUEZ TERESA","active"
"ISABEL FLORES DE OLIVA","722027","1510031","inicial_jardin","EBR","ATE","SIN REI","ESPIRITU JULIAN HECTOR AMELIO","active"
"ISABEL FLORES DE OLIVA","722027","1510049","primaria","EBR","ATE","SIN REI","ESPIRITU JULIAN HECTOR AMELIO","active"
"NUESTRA SEÑORA DE FATIMA","722032","1510056","inicial_jardin","EBR","ATE","SIN REI","GUTARRA VILCHEZ LIDUVINA LUZ","active"
"EL EDEN","721056","1510064","secundaria","EBR","ATE","SIN REI","FLORES LAGOS SARA ANITA","active"
"CHARLES DICKENS","722046","1510072","inicial_jardin","EBR","ATE","SIN REI","ARANGO VILCAPUMA ESPERANZA","active"
"CHARLES DICKENS","722046","1510080","primaria","EBR","ATE","SIN REI","ARANGO VILCAPUMA ESPERANZA","active"
"DESCUBRIENDO","722051","1510098","inicial_cuna_jardin","EBR","LA MOLINA","2","JUAREZ TREMOLADA SYLVIA JANET","active"
"AMERICANO","722070","1510114","tecnico_productiva","EBR","ATE","SIN REI","CABRERA RIVERA ERIKA","active"
"CORAZON DE JESUS DE JICAMARCA","722112","1510163","inicial_jardin","EBR","LURIGANCHO","15","CALDERON RIVERA NATHALY ADALJISA","active"
"ENRIQUE PESTALOZZI","722126","1510171","inicial_jardin","EBR","ATE","SIN REI","PALACIOS PRIETO MARLENE","active"
"ENRIQUE PESTALOZZI","722126","1510189","primaria","EBR","ATE","SIN REI","PALACIOS PRIETO MARLENE","active"
"HERMANAS MISIONERAS DEL PERPETUO SOCORRO","722131","1510197","inicial_jardin","EBR","ATE","SIN REI","ARROYO FLORES ROXANA","active"
"LA CATOLICA REDEMPTORIS MATER","722145","1510205","inicial_jardin","EBR","ATE","SIN REI","EUFRACIO RAMOS CARLOS MANOLO","active"
"LA CATOLICA REDEMPTORIS MATER","722145","1510213","primaria","EBR","ATE","SIN REI","EUFRACIO RAMOS CARLOS MANOLO","active"
"TECHNOLOGY SCHOOLS DE LOS FICUS I","722169","1510239","primaria","EBR","SANTA ANITA","SIN REI","PALOMINO MORALES CRISANTO DARIO","active"
"TECHNOLOGY SCHOOLS DE LOS FICUS I","722169","1510247","secundaria","EBR","SANTA ANITA","SIN REI","PALOMINO MORALES CRISANTO DARIO","active"
"MARISCAL CACERES DORREGARAY","857219","1510262","primaria","EBR","ATE","SIN REI","TORERO CAMPOS VDA DE CORTEZ MARIA TERESA","active"
"CARPE DIEM SANTA ANITA","722188","1510270","inicial_jardin","EBR","SANTA ANITA","SIN REI","ROSSI CHIRITO CESAR ALBERTO","active"
"JESUS MARIA Y JOSE","722193","1510288","inicial_jardin","EBR","ATE","SIN REI","RUIZ CARRASCO VIOLETA","active"
"DANIEL GOLEMAN","292904","1510312","secundaria","EBR","ATE","SIN REI","MEDRANO ASTUHUAMAN ELSA MELIDA","active"
"WONDER KIDS","722211","1510320","inicial_jardin","EBR","SANTA ANITA","SIN REI","ARRIETA CALLIRGOS GLORIA MARIA","active"
"LA SORBONA DE LIMA","722225","1510338","inicial_jardin","EBR","ATE","SIN REI","MEZA PAZ MAXIMILIANO","active"
"LA SORBONA DE LIMA","722225","1510346","primaria","EBR","ATE","SIN REI","MEZA PAZ MAXIMILIANO","active"
"LA SORBONA DE LIMA","722225","1510353","secundaria","EBR","ATE","SIN REI","MEZA PAZ MAXIMILIANO","active"
"RUBEN DARIO","718582","1510361","secundaria","EBR","ATE","SIN REI","CHIRINOS ARROYO ROSA RUFINA","active"
"JOSAFAT ROEL PINEDA","722230","1510379","tecnico_productiva","EBR","SANTA ANITA","SIN REI","CUSIHUAMAN UNDA MANUELA IRMA","active"
"SEÑOR DE MURUHUAY DE ACOBAMBA","722249","1510387","primaria","EBR","ATE","SIN REI","PARIONA LIZANA MIRTHA YSABEL","active"
"NUESTRA SEÑORA DE LA CRUZ","722254","1510403","inicial_jardin","EBR","ATE","SIN REI","ARELLANO SILVA AMELIA","active"
"ANGELES DE DIOS","722268","1510411","primaria","EBR","LURIGANCHO","SIN REI","CONDOR CORDOVA MERCEDES","active"
"SEÑOR DE MURUHUAY DE ACOBAMBA","722249","1510429","inicial_jardin","EBR","ATE","SIN REI","PARIONA LIZANA MIRTHA YSABEL","active"
"MIGUEL ANGEL BUONAROTTI","811052","1510643","secundaria","EBA","ATE","SIN REI","RODRIGUEZ CHAVEZ NEIL","active"
"HIMALAYA","721768","1512870","inicial_jardin","EBR","LA MOLINA","SIN REI","DURANTE REPETTO ROCIO DEL PILAR","active"
"HIMALAYA","721768","1512888","primaria","EBR","LA MOLINA","SIN REI","DURANTE REPETTO ROCIO DEL PILAR","active"
"DIVINO NIÑO","611519","1519099","inicial_jardin","EBR","SANTA ANITA","SIN REI","SANCHEZ DELGADO BLANCA YRIS","active"
"ISAAC NEWTON DE SANTA CLARA","611524","1519107","inicial_jardin","EBR","ATE","SIN REI","SALCEDO HUAMAN WALTER MARIO","active"
"ISAAC NEWTON DE SANTA CLARA","611524","1519115","primaria","EBR","ATE","SIN REI","SALCEDO HUAMAN WALTER MARIO","active"
"LAS HORMIGUITAS","611538","1519123","inicial_jardin","EBR","SANTA ANITA","SIN REI","DURAN PEÑA BEREN ELIZABETH","active"
"DULCE LUPITA","611543","1519131","inicial_jardin","EBR","SANTA ANITA","SIN REI","RIVERA DE JESUS SOFIA ELIZABETH","active"
"THALES DE MILETO","523971","1519149","secundaria","EBR","ATE","SIN REI","VILCHEZ CHACON ANTENRO JOSE","active"
"AMALIA PUGA DE LOZADA","615131","1525054","inicial_jardin","EBR","LURIGANCHO","SIN REI","ARTICA ZARATE ALICIA ANTONIA","active"
"JESUS DE NAZARETH DE HUACHIPA","854541","1525062","inicial_jardin","EBR","SANTA ANITA","SIN REI","BLAS PALPA BERYT ELENA","active"
"SAN AGUSTIN","615169","1525146","secundaria","EBA","LA MOLINA","SIN REI","QUISPE VERGARA PILAR ASUNCION","active"
"DIVINA FAMILIA","615174","1525153","inicial_jardin","EBR","ATE","SIN REI","BENAVIDES ESPINO OSCAR RICARDO","active"
"DIVINA FAMILIA","615174","1525161","primaria","EBR","ATE","SIN REI","BENAVIDES ESPINO OSCAR RICARDO","active"
"NUESTRA SEÑORA DEL ROSARIO","615193","1525187","primaria","EBR","ATE","SIN REI","BENDEZU GIRALDO ALYSSA DENISSE","active"
"NUESTRA SEÑORA DEL ROSARIO","615193","1525195","inicial_jardin","EBR","ATE","SIN REI","BENDEZU GIRALDO ALYSSA DENISSE","active"
"WONDERFUL STARS","721155","1525203","secundaria","EBR","SANTA ANITA","SIN REI","CUENCA HUANCA MARISOL SOCORRO","active"
"ANDINITO","617093","1527977","inicial_jardin","EBR","ATE","SIN REI","ROJAS CASTILLO GABRIELA JACKELINE","active"
"TECHNOLOGY SCHOOLS DE LA MOLINA","205092","1527993","primaria","EBR","LA MOLINA","SIN REI","SOLANO SACRAVILCA VICENTE RAUL","active"
"MI PEQUEÑO JESUS","617111","1528009","inicial_jardin","EBR","ATE","SIN REI","ALFARO VALDIVIA MARTHA LUISA","active"
"ANGELES DE JESUS","618403","1529692","secundaria","EBR","LURIGANCHO","SIN REI","BALDEON MENDOZA NICOLAS","active"
"TECHNOLOGY SCHOOLS LUCUMOS","619450","1530534","primaria","EBR","SANTA ANITA","SIN REI","NINAMANGO MALLQUI SATURNINO EVARISTO","active"
"TECHNOLOGY SCHOOLS LUCUMOS","619450","1530542","secundaria","EBR","SANTA ANITA","SIN REI","NINAMANGO MALLQUI SATURNINO EVARISTO","active"
"TECHNOLOGY SCHOOLS ZAVALETA","619474","1530559","inicial_jardin","EBR","ATE","SIN REI","VALLE SEGOVIA BEATRIZ FRANCISCA","active"
"TECHNOLOGY SCHOOLS ZAVALETA","619474","1530567","primaria","EBR","ATE","SIN REI","VALLE SEGOVIA BEATRIZ FRANCISCA","active"
"LOS ALAMOS","619488","1530575","secundaria","EBR","LURIGANCHO","SIN REI","PORTAL MALCA MARIA ESTHER","active"
"LOS ALAMOS","619488","1530583","inicial_jardin","EBR","LURIGANCHO","SIN REI","PORTAL MALCA MARIA ESTHER","active"
"LOS ALAMOS","619488","1530591","primaria","EBR","LURIGANCHO","SIN REI","PORTAL MALCA MARIA ESTHER","active"
"LOS ANGELES","619493","1530609","inicial_jardin","EBR","CHACLACAYO","SIN REI","DIAZ ORIHUELA CLEMENTINO","active"
"LOS ANGELES","619493","1530617","primaria","EBR","CHACLACAYO","SIN REI","DIAZ ORIHUELA CLEMENTINO","active"
"LOS ANGELES","619493","1530625","secundaria","EBR","CHACLACAYO","SIN REI","DIAZ ORIHUELA CLEMENTINO","active"
"CRUZ SACO","620043","1531417","inicial_jardin","EBR","ATE","SIN REI","ABAD SANDOVAL MARITZA","active"
"CRUZ SACO","620043","1531425","primaria","EBR","ATE","SIN REI","ABAD SANDOVAL MARITZA","active"
"CRUZ SACO","620043","1531433","secundaria","EBR","ATE","SIN REI","ABAD SANDOVAL MARITZA","active"
"INGENIEROS DE LA COLECTORA","620057","1531441","inicial_jardin","EBR","SANTA ANITA","SIN REI","PONCE MEZA MARITZA MARISOL","active"
"MIS PRIMERAS TRAVESURAS DE SANTA ANITA","621491","1532324","inicial_cuna_jardin","EBR","SANTA ANITA","SIN REI","SALAS SALCEDO JULISSA SANDRA","active"
"CRISTO REINA","622056","1533033","inicial_jardin","EBR","ATE","SIN REI","TAPIA SALAZAR LUCY ESTHER","active"
"CRISTO REINA","622056","1533041","primaria","EBR","ATE","SIN REI","TAPIA SALAZAR LUCY ESTHER","active"
"107 DANIEL ALCIDES CARRION GARCIA","338718","1533058","inicial_jardin","EBR","SANTA ANITA","5","NAJARRO ZAMORA GEREMIAS","active"
"NIDO RENACER","622061","1533066","inicial_jardin","EBR","ATE","SIN REI","VELASQUEZ PUCHOC HUAYTITA NATIVIDAD","active"
"SANTA RITA DE ATE","622075","1533074","primaria","EBR","ATE","SIN REI","TICLLAS LARA PEDRO PABLO","active"
"SACO OLIVEROS DE ATE","621820","1533108","primaria","EBR","ATE","SIN REI","ARANGÜENA GONZALES MARY ISABEL","active"
"CRISTO REDENTOR - LA GLORIA","585365","1535699","primaria","EBR","ATE","SIN REI","GUTIERREZ LEVANO LUCIA ESTELA","active"
"LOS MOLINERITOS","624060","1535707","inicial_jardin","EBR","LA MOLINA","SIN REI","ROSALES VASQUEZ PATRICIA","active"
"MARIA MONTESSORI DE SAN GREGORIO","624079","1535715","inicial_jardin","EBR","ATE","SIN REI","ALEGRIA BARRIENTOS SUSY","active"
"SANTA TERESITA DE JESUS","624098","1535723","inicial_jardin","EBR","ATE","SIN REI","PRADO NACCHA BLANCA","active"
"SANTA TERESITA DE JESUS","624098","1535731","primaria","EBR","ATE","SIN REI","PRADO NACCHA BLANCA","active"
"SANTA TERESITA DE JESUS","624098","1535749","secundaria","EBR","ATE","SIN REI","PRADO NACCHA BLANCA","active"
"1224","313930","1536705","inicial_jardin","EBR","LURIGANCHO","15","BARRIENTOS FERNANDEZ WALTER ALFREDO","active"
"HUELLITAS DEL NIÑO JESUS","624526","1536713","inicial_jardin","EBR","CHACLACAYO","SIN REI","VILCHEZ ROJAS ELSA LAYL","active"
"MI CRISTO SALVADOR","624531","1536721","inicial_jardin","EBR","ATE","SIN REI","NAVARRO FLORES CIRILA CRISTINA","active"
"MI CRISTO SALVADOR","624531","1536739","primaria","EBR","ATE","SIN REI","NAVARRO FLORES CIRILA CRISTINA","active"
"SANTA ISABEL","721754","1538834","primaria","EBR","LURIGANCHO","SIN REI","SORIA CONDORI HAYDEE","active"
"UNION LATINO","625757","1538842","secundaria","EBR","ATE","SIN REI","RAYA ROBLES MIGUEL ARMANDO","active"
"LA CATOLICA DE CARAPONGO","575069","1539006","secundaria","EBR","LURIGANCHO","SIN REI","CAMPOS SALVATIERRA ORLANDO","active"
"SAN CRISTOBAL DE MONTEROSA","554986","1540301","secundaria","EBR","ATE","SIN REI","SOTO MEDINA RINA GIULIANA","active"
"VIRGEN DE LUJAN","626733","1540319","inicial_jardin","EBR","ATE","SIN REI","PALOMINO GUTIERREZ PEGGY DELCID","active"
"1267","313591","1542703","inicial_jardin","EBR","LURIGANCHO","14","GUERRERO BECERRA MARGARITA","active"
"ALMA AMERICA DE SAN GREGORIO","629128","1544899","inicial_jardin","EBR","ATE","SIN REI","VALLEJO JANAMPA GLADYS BARDA","active"
"ALMA AMERICA DE SAN GREGORIO","629128","1544907","primaria","EBR","ATE","SIN REI","VALLEJO JANAMPA GLADYS BARDA","active"
"CIBERT SANTA ANITA","629388","1545946","primaria","EBR","SANTA ANITA","SIN REI","ZENOZAIN NARVAJA EDWARD SIMEON","active"
"CIBERT SANTA ANITA","629388","1545953","secundaria","EBR","SANTA ANITA","SIN REI","ZENOZAIN NARVAJA EDWARD SIMEON","active"
"PAMER PARACAS","633007","1555960","secundaria","EBR","ATE","SIN REI","MONTALVO SANCHEZ DORINA MERCEDES","active"
"ESTRELLA DE JESUS","645251","1572262","inicial_jardin","EBR","ATE","SIN REI","BALDEON GALLO KATHERINE CHRISTINE","active"
"ESTRELLA DE JESUS","645251","1572270","primaria","EBR","ATE","SIN REI","BALDEON GALLO KATHERINE CHRISTINE","active"
"DORADO SCHOOL","552893","1575323","secundaria","EBR","SANTA ANITA","SIN REI","CABRERA SALVATIERRA LUCIA SABINA","active"
"MONTESSORI HIGH SCHOOL","648184","1575331","inicial_jardin","EBR","SANTA ANITA","SIN REI","BAUTISTA VARGAS EDITH","active"
"SHALOOM","721396","1575349","inicial_jardin","EBR","LA MOLINA","SIN REI","CHUCO URETA LUIS RAUL","active"
"TECNOCENTRO","648462","1575596","secundaria","EBA","ATE","SIN REI","PACHAS RENGIFO JAVIER ELEODORO","active"
"BRUNO TERREROS","487256","1576222","secundaria","EBR","LURIGANCHO","SIN REI","REYES ARISTIZABAL SILVIA HAYDEE","active"
"1290 NUEVA AMERICA","721773","1577048","inicial_jardin","EBR","ATE","10","CARRION MURRIETA CARLOS CHRISTIAN","active"
"DAY HAPPY","649782","1577527","inicial_jardin","EBR","ATE","SIN REI","ESTELA DAVILA REINA ISABEL","active"
"0053 SAN VICENTE DE PAUL","298067","1577840","inicial_jardin","EBR","CHACLACAYO","17","CALERO CRISTOBAL MILTON CESAR","active"
"0058 CUSCO","314048","1577857","inicial_jardin","EBR","LURIGANCHO","19","URQUIETA HUAYLINOS RUBEN MARTIN","active"
"CESAR VALLEJO DE HUACHIPA","649961","1577865","inicial_jardin","EBR","LURIGANCHO","SIN REI","PACHAS ZAVALA ASUNCION NEYVALUZ","active"
"CESAR VALLEJO DE HUACHIPA","649961","1577873","primaria","EBR","LURIGANCHO","SIN REI","PACHAS ZAVALA ASUNCION NEYVALUZ","active"
"1194","314034","1579432","inicial_jardin","EBR","LURIGANCHO","19","MAMANI LOAYZA JENNY ROXANA","active"
"1195 CESAR VALLEJO","313911","1579440","inicial_jardin","EBR","LURIGANCHO","19","ESCALANTE COLLANTES ANA MARIA","active"
"1288 ALBERT EINSTEIN","720820","1579457","inicial_jardin","EBR","ATE","7","RAMOS LEON HUGO MARIO","active"
"GOTITAS DE AGUA","651402","1579465","inicial_cuna_jardin","EBR","ATE","9","ORELLANA VASQUEZ MERY MARISA","active"
"INNOVA SCHOOLS - CHACLACAYO","651416","1579473","inicial_jardin","EBR","CHACLACAYO","SIN REI","ORMEÑO ESCALANTE LUIS ARTURO","active"
"INNOVA SCHOOLS - CHACLACAYO","651416","1579481","primaria","EBR","CHACLACAYO","SIN REI","ORMEÑO ESCALANTE LUIS ARTURO","active"
"INNOVA SCHOOLS - CHACLACAYO","651416","1579499","secundaria","EBR","CHACLACAYO","SIN REI","ORMEÑO ESCALANTE LUIS ARTURO","active"
"PEQUEÑOS INVESTIGADORES","651421","1579507","inicial_jardin","EBR","LA MOLINA","SIN REI","ALLCCA PALOMINO MARIANA ELISA","active"
"MI DULCE JESUS DE PRIALE","651435","1579515","inicial_jardin","EBR","ATE","SIN REI","NINAHUANCA DE RAMIREZ ROSARIO MARIANELA","active"
"MI DULCE JESUS DE PRIALE","651435","1579523","primaria","EBR","ATE","SIN REI","NINAHUANCA DE RAMIREZ ROSARIO MARIANELA","active"
"MI DULCE JESUS DE PRIALE","651435","1579531","secundaria","EBR","ATE","SIN REI","NINAHUANCA DE RAMIREZ ROSARIO MARIANELA","active"
"CEPREIM","721612","1579549","primaria","EBR","LURIGANCHO","SIN REI","LUGO JULIAN SANDRA","active"
"NUEVO MUNDO","651968","1580026","inicial_jardin","EBR","LURIGANCHO","SIN REI","PEREIRA ROJAS SEGUNDO FRANCISCO","active"
"NUEVO MUNDO","651968","1580190","primaria","EBR","LURIGANCHO","SIN REI","PEREIRA ROJAS SEGUNDO FRANCISCO","active"
"NUEVO MUNDO","651968","1580208","secundaria","EBR","LURIGANCHO","SIN REI","PEREIRA ROJAS SEGUNDO FRANCISCO","active"
"CRISTIANO DE CIENEGUILLA","507080","1583442","primaria","EBR","CIENEGUILLA","SIN REI","ARREDONDO FLORES MARIA ROSARIO","active"
"DIVINO NIÑO JESUS","655184","1583459","primaria","EBR","LURIGANCHO","SIN REI","RIOS TAVARA ROSSMERY DEL PILAR","active"
"SACO OLIVEROS DE JAVIER PRADO","655198","1583467","inicial_jardin","EBR","ATE","SIN REI","AZAÑA VELEZMORO DE CORDOVA VANESSA VIVIANA","active"
"SACO OLIVEROS DE JAVIER PRADO","655198","1583533","primaria","EBR","ATE","SIN REI","AZAÑA VELEZMORO DE CORDOVA VANESSA VIVIANA","active"
"SACO OLIVEROS DE JAVIER PRADO","655198","1583541","secundaria","EBR","ATE","SIN REI","AZAÑA VELEZMORO DE CORDOVA VANESSA VIVIANA","active"
"INNOVA SCHOOL - ATE SANTA CLARA","655202","1583558","inicial_jardin","EBR","ATE","SIN REI","RUBIO NAVARRO JUAN PABLO","active"
"INNOVA SCHOOL - ATE SANTA CLARA","655202","1583566","primaria","EBR","ATE","SIN REI","RUBIO NAVARRO JUAN PABLO","active"
"INNOVA SCHOOL - ATE SANTA CLARA","655202","1583574","secundaria","EBR","ATE","SIN REI","RUBIO NAVARRO JUAN PABLO","active"
"KINDERGARTEN COLIBRI","655216","1583582","inicial_jardin","EBR","LURIGANCHO","SIN REI","CHIO ORTIZ MARIA FELICITA","active"
"LAS GARDENIAS","655221","1583590","inicial_jardin","EBR","ATE","11","ABARCA LINO NADIA JAZMINA","active"
"SAN IGNACIO DE ÑAÑA","655235","1583608","primaria","EBR","LURIGANCHO","SIN REI","QUISPE ARELLANO ADOLFO RICARDO","active"
"SAN IGNACIO DE ÑAÑA","655235","1583616","inicial_jardin","EBR","LURIGANCHO","SIN REI","QUISPE ARELLANO ADOLFO RICARDO","active"
"SIN FRONTERAS","655240","1583624","primaria","EBR","ATE","SIN REI","MANDARACHI FLORES MERY NANCY","active"
"COLEGIO DE LIDERES","656174","1585694","inicial_jardin","EBR","ATE","SIN REI","CABELLO ORTIZ CESAR AUGUSTO","active"
"CORAZON DE JESUS DE JICAMARCA","664857","1595347","secundaria","EBR","LURIGANCHO","15","CALDERON RIVERA NATHALY ADALJISA","active"
"INTERNACIONAL DEL PACIFICO","664862","1595354","primaria","EBR","ATE","SIN REI","MONAGO MAURICIO MOISES","active"
"INTERNACIONAL DEL PACIFICO","664862","1595362","secundaria","EBR","ATE","SIN REI","MONAGO MAURICIO MOISES","active"
"LAS CUMBRES","664876","1595370","inicial_jardin","EBR","LURIGANCHO","SIN REI","CHANCA QUISPE MAGNOLIA","active"
"1192 FLORENTINO PRAT","298171","1609346","inicial_jardin","EBR","CHACLACAYO","17","BARBARAN SAAVEDRA ANBGELICA","active"
"NUEVA GALES","675629","1610476","inicial_jardin","EBR","CIENEGUILLA","1","DELGADO POSADAS MARLET ASUNCION","active"
"1137 JOSE ANTONIO ENCINAS","338817","1624964","inicial_jardin","EBR","SANTA ANITA","4","ARIAS HUAMANÍ MARIZOL YANETH","active"
"0033 VIRGILIO ESPINOZA BARRIOS","313727","1628320","inicial_jardin","EBR","LURIGANCHO","14","ENCISO SANCHEZ DAVID","active"
"CARITAS FELICES","693893","1628338","inicial_jardin","EBR","LURIGANCHO","16","PARAGULLA CASTILLO MARISELA","active"
"SANTISIMO MAESTRO JESUS","705631","1632819","inicial_jardin","EBR","ATE","SIN REI","HUARANGA DORIA YAJAIRA LILIBET","active"
"1189 ALBERTO RIVERA Y PIEROLA","298086","1637297","inicial_jardin","EBR","CHACLACAYO","17","GIRALDO RAMIREZ JUSTO WALTER","active"
"SIN FRONTERAS","655240","1637636","inicial_jardin","EBR","ATE","SIN REI","MANDARACHI FLORES MERY NANCY","active"
"MI PEQUEÑO HOWARD GARDNER","716069","1637644","inicial_jardin","EBR","ATE","SIN REI","MONTOYA CERRATI WILDER ALEJANDRO","active"
"1135","292503","1638907","inicial_jardin","EBR","ATE","10","CANCHAYA FERNANDEZ EDELMIRA MERCEDES","active"
"HOWARD GARDNER","554118","1638915","secundaria","EBR","ATE","SIN REI","RONCEROS GONZALES CARMEN ROSA","active"
"INNOVA SCHOOLS - PURUCHUCO","722447","1640663","inicial_jardin","EBR","ATE","SIN REI","VILLAVICENCIO ZEVALLOS JOSE LUIS","active"
"INNOVA SCHOOLS - PURUCHUCO","722447","1640671","secundaria","EBR","ATE","SIN REI","VILLAVICENCIO ZEVALLOS JOSE LUIS","active"
"INNOVA SCHOOLS - PURUCHUCO","722447","1640689","primaria","EBR","ATE","SIN REI","VILLAVICENCIO ZEVALLOS JOSE LUIS","active"
"INNOVA SCHOOLS - VITARTE","725040","1642495","inicial_jardin","EBR","ATE","SIN REI","TAGLE FACHO MARIA JULIA ROSA","active"
